PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-access-control;An APRA-regulated entity must have information security controls to protect its information assets, implemented in a timely manner and commensurate with vulnerabilities and threats, asset criticality and sensitivity, life-cycle stage, and potential consequences - including identity and access management enforcing least privilege.;Implementation of controls;;;;;FAIL;User jay-cli has long lived credentials with access to other services than IAM or STS.;arn:aws:iam::123456789012:user/jay-cli;iam_user_with_temporary_credentials;False;jay-cli;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-threat-detection;Implementation of controls (paragraph 21): detective controls capable of identifying information security incidents in a timely manner.;Implementation of controls;;;;;FAIL;Inspector2 is not enabled in this account.;arn:aws:inspector2:ap-southeast-2:123456789012:inspector2;inspector2_is_enabled;False;Inspector2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-27-testing-effectiveness;An APRA-regulated entity must test the effectiveness of its information security controls through a systematic testing program, with nature and frequency commensurate with the rate of change of threats, asset criticality, incident consequences, untrusted environments and the rate of change to assets.;Testing control effectiveness;;;;;FAIL;Inspector2 is not enabled in this account.;arn:aws:inspector2:ap-southeast-2:123456789012:inspector2;inspector2_is_enabled;False;Inspector2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-public-exposure;Implementation of controls (paragraph 21): prevent the unauthorised disclosure of information assets, including unintended public exposure.;Implementation of controls;;;;;FAIL;Block Public Access is not configured for the account 123456789012.;arn:aws:s3:ap-southeast-2:123456789012:account;s3_account_level_public_access_blocks;False;123456789012;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-encryption-at-rest;Implementation of controls (paragraph 21): protect the confidentiality and integrity of information assets at rest through encryption.;Implementation of controls;;;;;PASS;S3 Bucket tf-state-123456789012-ap-southeast-2 has Server Side Encryption with AES256.;arn:aws:s3:::tf-state-123456789012-ap-southeast-2;s3_bucket_default_encryption;False;tf-state-123456789012-ap-southeast-2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-public-exposure;Implementation of controls (paragraph 21): prevent the unauthorised disclosure of information assets, including unintended public exposure.;Implementation of controls;;;;;PASS;Block Public Access is configured for the S3 Bucket tf-state-123456789012-ap-southeast-2.;arn:aws:s3:::tf-state-123456789012-ap-southeast-2;s3_bucket_level_public_access_block;False;tf-state-123456789012-ap-southeast-2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-public-exposure;Implementation of controls (paragraph 21): prevent the unauthorised disclosure of information assets, including unintended public exposure.;Implementation of controls;;;;;PASS;S3 Bucket tf-state-123456789012-ap-southeast-2 is not public.;arn:aws:s3:::tf-state-123456789012-ap-southeast-2;s3_bucket_public_access;False;tf-state-123456789012-ap-southeast-2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-logging;Implementation of controls (paragraph 21): audit logging to support the detection of, and response to, information security incidents and to provide an audit trail.;Implementation of controls;;;;;FAIL;S3 Bucket tf-state-123456789012-ap-southeast-2 has server access logging disabled.;arn:aws:s3:::tf-state-123456789012-ap-southeast-2;s3_bucket_server_access_logging_enabled;False;tf-state-123456789012-ap-southeast-2;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;123456789012;ap-southeast-2;2026-06-06 18:26:25.671606;cps234-21-threat-detection;Implementation of controls (paragraph 21): detective controls capable of identifying information security incidents in a timely manner.;Implementation of controls;;;;;FAIL;Security Hub is not enabled.;arn:aws:securityhub:ap-southeast-2:123456789012:hub/unknown;securityhub_enabled;False;hub/unknown;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-13-roles-responsibilities;The Board of an APRA-regulated entity is ultimately responsible for the information security of the entity, and the entity must clearly define the information security-related roles and responsibilities of the Board, senior management, governing bodies and individuals.;Roles and responsibilities;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-15-security-capability;An APRA-regulated entity must maintain an information security capability commensurate with the size and extent of threats to its information assets (including assets managed by related/third parties) and actively maintain it as vulnerabilities and threats change.;Information security capability;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-18-policy-framework;An APRA-regulated entity must maintain an information security policy framework commensurate with its exposures to vulnerabilities and threats, providing direction on the responsibilities of all parties who have an obligation to maintain information security.;Policy framework;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-20-asset-classification;An APRA-regulated entity must classify its information assets, including those managed by related parties and third parties, by criticality and sensitivity.;Information asset identification and classification;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-22-third-party-controls;Where an APRA-regulated entity's information assets are managed by a related party or third party, the entity must evaluate the design of that party's information security controls that protect the entity's information assets.;Implementation of controls;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-24-response-plans;An APRA-regulated entity must maintain information security response plans covering all relevant stages of an incident (detection to post-incident review) and escalation/reporting to the Board, and must annually review and test those plans.;Incident management;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-32-internal-audit;An APRA-regulated entity's internal audit activities must include a review of the design and operating effectiveness of information security controls, provided by appropriately skilled personnel, including assurance over related-party and third-party controls relied upon.;Internal audit;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
aws;Prudential Standard CPS 234 (Information Security) requires APRA-regulated entities to maintain information security commensurate with the size and extent of threats to their information assets. This framework maps the operative requirements of CPS 234 (paragraphs 13-36, July 2019) to AWS controls verifiable with Prowler. Paragraph references are taken from the official APRA CPS 234 standard. Governance and process obligations that cannot be observed via AWS APIs are marked Manual.;;;2026-06-06 18:26:25.671606;cps234-35-apra-notification;"An APRA-regulated entity must notify APRA as soon as possible and no later than 72 hours after becoming aware of an information security incident that materially affected (or had the potential to materially affect) the entity or its customers, or that was notified to other regulators; and no later than 10 business days after becoming aware of a material information security control weakness it expects it will not be able to remediate in a timely manner.";APRA notification;;;;;MANUAL;Manual check;manual_check;manual;False;Manual check;APRA-CPS-234;APRA CPS 234 Information Security;
